desc
"西湖边的一个小小过街通道竟然美的有些过分。之所以如此吸引人，是因为玻璃顶面非常干净，让整个空间明亮通透。杭州真的是一座在细节上让人喜欢的城市。这里的绿色特别舒适，充满了治愈感。每天都能发现新的惊喜。从这个通道走到西湖的南山路，沿途有一大片高大的梧桐树，中国美术学院也近在咫尺，散步非常惬意。

拍摄建议：使用手机拍摄或携带广角镜头，最好选择中午有阳光的时候前往，这样可以捕捉到绝美的夏日感觉。下雨天也不错，雨水落在屋顶上形成的圆圈很有氛围感。

位置：杭州定安路涌金门地下通道

我是大之喵，一个热爱探索城市的旅行者。

#记录我的城市# #自然风光分享# #假日citywalk# #杭州旅游# #西湖# #浪漫生活的记录者# #周末去哪儿# #治愈系# #氛围感# #暑你会晒#"
"接下来的杭州将是春和景明🌸。比起人挤人的西湖，樱花季的中国院子更是美到极致。小桥流水、亭台楼阁，栽满了樱花。江南庭院的中式美学令人赞叹不已！等到蓝调时分，樱花在暖光烘托下，冷暖对比，更加梦幻🌙。下个月，约上小伙伴，我们樱花树下不见不散。

🌸 中国院子·梦溪苑
"接到的brief是根据现在的热点 #citywalk# #假日citywalk# 围绕杭州来创作一个social视频。虽然是小制作，但还是希望可以让片子流畅一些！拍摄时间有限，前期在脚本里把所有转场以视频分镜的形式全部做好，前期给甲方看，现场给摄影师看，大家都可以立即理解！这包括我这种健忘的脑子，也能记住最开始的想法！拍摄地点是杭州@白蓝地文创街区 和安吉的一片茶山。夏天拍摄真的太热了，女演员热哭了——不是形容词，是真的哭了。大家都好棒！ 

其实拍的每一个片子我都没有百分百的满意，最后呈现出前期的百分之七八十已经是常态了。脑子里太多需要资金和时间才能实现的炫酷想法，只能各种妥协。呜呜。 

摄影大哥人特别好，在拍摄时也想着镜头怎么能够更有趣一些，我喜欢大家一起动脑的感觉。每一件好的作品都不是一个人能完成的，创意、导演、摄影、灯光、制片、调色……每一项都是加分项。希望未来可以遇到更多可以一起加分的人，我们一起呈现更有意思的作品。

每一个片子都不能只是为了应付谁，而是给自己的一份礼物，一份答卷，为自己而创作。要更进步！加油！

#拍摄# #拍摄花絮# #我的日常# #早鸟回声# #杭州# #视频# #tvc# #时尚拍摄# #汽车# #汽车拍摄# #导演# #女导演# #青年导演# #广告#"
"来杭州，千万不要错过走大运。2014年6月22日，中国大运河列入《世界遗产名录》。亚运会歌手演唱的《一路好运》，带你感受好运即将来临，在拱墅看见世界运河明珠。 

相关话题包括：中国大运河、运河明珠、京杭大运河、拱宸桥、武林门、香积寺、走大运、杭州citywalk。"
"前两天在B站刷到某UP主测评成屿烘焙的艾草系列，我自己会做团子和馒头，但不会做面包，于是决定去杭州买一些。早上9点36分从动车出发，到达杭州城站。步行至旁边的五柳巷历史街区，在赵宝美点心店（大约9点50分）吃了早午饭，小馄饨5元，3个煎包3元。虽然里面人很多，但我觉得食物味道一般。接着沿街步行，不久到达“猫咪面团”，买了三个面包，分别是艾草米12元、巧克力麻薯克林姆13元、琦玉豆浆贝果10元。其中麻薯和贝果是热的，尝了一下，非常好吃（大约10点22分）。然后步行至江城路地铁站，乘坐地铁在龙翔桥下车（大约10点49分）。步行至“五谷七福”，购买了炼乳盐面包12.5元（大约11点35分）。接着前往“福气FLAVOUR”，点了火焰蒸汽布丁19.9元（大约12点02分）。感觉有些累，便点了“Bud bread慢熟面包店”的外卖，包括艾草黑芝麻大鼓和朗姆巧克力卷卷，共计24.5元。休息之后，步行至“成屿烘焙”，购买了原味米面包8元、艾草南瓜豆乳米胖丁20元、黄豆艾草扭扭18元（大约13点23分）。再步行至“发酵食堂”，买了朗姆奶油可露丽18元、伯爵红茶可露丽18元（大约13点45分）。在马路斜对面找到“Cycle&Cycle”，买了三个冰面包46元（大约13点52分）。发现“巧克怪兽”在“发酵食堂”旁边，看了一眼但没有买。走不动了，便去旁边的地铁站坐车返回。

#杭州面包店# #面包#"
"每隔一段时间我就会和朋友来逛天目里。这里有很多值得探索的地方，整理了一条Citywalk路线，希望对大家有所帮助。

- **Badmarket**：这是一家我非常喜欢的店铺！里面有很多五颜六色的小饰品、包包、帽子以及日常用品，购物欲望很容易就被激发出来。
  
- **Driverpro**：这是一个潮玩集合店，非常适合那些想要为家里增添一些艺术气息的朋友。

- **OT10SUM**：这家店铺走的是冷淡简约风格，男装女装都有，设计感和质感都很好。

- **石卷工房**：这是国内首店，可以自由创作，店内售卖的木质小摆件非常可爱，让人感到很治愈。

- **天目里美术馆**：每周一闭馆，请注意。目前正在进行的展览是“片刻即纪念碑”，展览日期到10月13日结束。

- **B1OCK**：这是杭州排名第一的买手店，品牌众多，共有九层楼可以逛很久。这里既有轻奢品牌也有小众潮牌，而且门口还有一个复古人生四格拍照机。

- **茑屋书店**：这里的书籍选品质量非常高，尤其是文艺和设计类书籍。店内还有丰富的文创产品，提供咖啡和简餐。

除了以上这些特色店铺外，天目里还有很多其他有趣的店铺，完全可以用半天或一整天的时间在这里慢慢逛。园区内还有很多餐厅可以选择，比如特色咖啡店Seesaw和%Arabica，最近还新开了一家FOAMY FOAMY甜品店。

交通信息：乘坐地铁3号线至古墩路站即可到达。

#天目里 #天目里Citywalk #天目里吃喝玩乐 #杭州探店 #杭州Citywalk #时尚打卡地 #城市探寻计划 #杭州周末去哪儿 #杭州旅游"
"重磅推出杭州2日游攻略～西湖手摇船，逛寺庙，吃拌川，买伴手礼一条视频攻略全搞定！适合第一次or第n次来杭州的宝宝。

住宿：推荐凤起路/定安路地铁站附近，龙翔路站是最近的不过偏贵。
交通：高铁杭州东抵达，地铁公交都方便，btw西湖骑行真的很舒服。

第1天：
早餐：方老大 必点腰花茄汁拌川！女生两个人分一碗就可。
上午：西湖手摇船 一共3条路线，乌龟潭和金沙港都不错，早上7点预约不排队。跨虹桥码头适合乌龟潭，杭饭码头适合金沙港 都在苏东坡纪念馆下船（下午去苏东坡纪念馆那边的码头就好）。
下午：雷峰塔 门票40 俯瞰西湖。苏堤拍照好看，不过全程走废腿，咱们特种兵就坐观光车（绿皮的40/人 ！别选木头的 80/人 我就是大冤种。）
晚上：in77 杭州本地人都会迷路。

第2天：
上午：灵隐寺+法喜寺 7号门进飞来峰不排队！
午餐：蟹叁宝
下午：孩儿巷+中山北路 citywalk。咖啡面包脑袋给我冲！！

ps：伴手礼推荐南宋胡记，不甜不腻的点心，真的很戳我这个喜欢甜品又不喜欢太甜的人！礼盒都巨好看～荷花酥9粒和龙井茶酥是我的最爱，送人倍儿有面。

#51vlog# #旅游攻略编辑部# #五一怎么办# #杭州# #杭州旅游# #杭州旅行# #杭州攻略# #杭州美食# #闺蜜旅行# #西湖#"
"本次杭州一日游的路线如下：

### 灵隐寺→法喜寺→西湖断桥→白堤

#### 早上
- **上海-灵隐寺路线**：
  - 乘坐高铁从上海到杭州东，高铁时间约为55分钟。
  - 在杭州东站下车后，可换乘地铁1号线，坐三站到“西湖文化广场”站，再换乘3号线坐四站到“黄龙体育中心”站B口出。
  - 出站后，前往公交站乘坐灵隐专线。

1. **灵隐寺**：
   - 先排队购买飞来峰景区门票（普通票价45元，学生票半价22.5元，可在线上购买）。
   - 进入景区后，再购买灵隐寺门票（普通票价30元，学生票半价15元）。进入寺庙会赠送三支香火。
   - 拜完后可以去请手串，十八籽的队伍通常可以请到。

2. **法喜寺**：
   - 门票为10元（普通票价，学生票5元）。
   - 从灵隐寺乘坐观光车（每人10元，约10分钟）到法喜寺。观光车在飞来峰景区入口附近，具体路线为：沿着有古茗、济公烧饼、KFC等商铺的路走到底，右转即可到达法喜寺门口。

#### 中午
- 周边有很多小餐馆，推荐尝试一下济公烧饼，梅干菜口味特别好吃。

#### 下午
- **灵隐寺-西湖路线**：
  - 返回灵隐寺附近的公交车站，找到7路公交车，坐七站约20分钟，到达“葛岭”站下车。

3. **西湖断桥、白堤**：
   - 下车后就能看到断桥，沿着断桥走可以走到白堤。即使下雨，西湖边的景色依然很美，适合慢慢散步。

#### 晚上
- 16:45从西湖出发返回杭州东站，乘坐18:22的高铁回家，预计晚上九点多到达，行程舒适不累。

希望这个攻略能帮助你更好地规划你的杭州一日游。"
"杭州适合Citywalk和Eat的西湖一日游！推荐一条超适合Citywalk和Eat的路线：

第一站：湖畔居，可以和爷奶一起喝早茶（爷奶福利，年轻人隔壁吃完10元面也是很好的！），时间在8点前。

第二站：步行到净慈寺，感受三柱清香所求皆所愿的氛围。

第三站：步行到雷峰塔附近的上船点，前往郭庄。

第四站：步行1公里到达曲苑风荷（盛夏时节景色更美）。

第五站：步行到北山街的最美转角，继续走到断桥。

第六站：傍晚时分，品尝杭州本土奶茶，店铺在周四晚上开放。

第七站：武林夜市享用一碗苏小蟹蟹黄面。

第八站：购买一些杭州本地特产，如古早万丹和知味观。

第九站：在西湖边观看电影字幕，等待晚霞。

第十站：最后骑车到南山街的Mill咖啡馆，品尝一杯“人间四月天”。

杭州好吃好玩，期待下次再来！"
"西湖很拥挤而且天气炎热。来杭州的话，除了西湖，还可以逛逛小河直街，乘坐水上巴士游览运河。在杭州的一天内，你可以体验坐船、参观博物馆、漫步街区以及游览寺庙等活动。这也是一个不错的选择。

🚗 交通方式：从武林广场B出口下地铁，直接步行到武林码头乘坐水上巴士。在拱宸桥码头下船后，就可以开始你的散步行程了。

👣 景点介绍：
- [一] 中国扇博物馆：参观时间大约为半小时到一小时，开放时间为9:00-16:30（16:00停止入场），周一闭馆。可以通过门口扫码或通过公众号预约，门票免费。
- [二] 中国伞博物馆：参观时间大约为半小时到一小时，开放时间为9:00-16:30（16:00停止入场），周一闭馆。旁边的工艺博物馆可以尝试自己制作雨伞（需收费）。
- [三] 小河直街历史文化街区：参观时间约为2-3小时，必须去的地方！这里是一个非常有特色的街区，可以在这里慢慢逛，坐下喝杯茶欣赏风景，非常适合拍照。
- [四] 大兜路历史文化街区：参观时间约为1-2小时，与小河直街一样是免费的，白天和晚上的景色各有特色，有许多不同的小摊，就像一个小集市。
- [五] 香积寺：参观时间约为1小时，开放时间为8:00-17:00，门票20元/人。从大兜路出来就很近，门口可以领取三炷香。
- [六] 刀剑伞博物馆、运河博物馆：参观时间约为1小时，开放时间和扇、伞博物馆大致相同，门票免费。

建议：
- 几个博物馆之间的距离很近，可以选择其中两个进行参观，转转很快。
- 节假日和周末注意避开高峰时段，准备好防晒措施和小风扇。
- 从大河直街到大兜路需要步行大约1公里，如果感觉累的话，可以选择只去大河直街。

#杭州旅行 #杭州旅游 #杭州小河直街 #杭州小众旅游地 #杭州旅遊攻略"
"秋冬时节，银杏和梧桐将为杭城增添浪漫色彩。一年一度的“落叶不扫”活动即将开始，今年的范围有所扩大，不仅限于街巷，还增加了河道园路。

### 落叶不扫时间：
2023年11月17日 - 2023年12月31日

### 落叶不扫名单：

#### 上城区
- 湖滨路（一码头—六公园）
- 南山路（西湖大道—万松岭）
- 剧院路（庆春东路—新业路）

#### 拱墅区
- 虎山路（半山东路—牧歌路）
- 华园弄（上塘路—河东路）

#### 西湖区
- 北山街（环城西路—保俶路）
- 保俶路（北山街—曙光路）
- 西溪路（玉古路—紫金港路）

#### 西湖景区
- 北山街（保俶路—曙光路）
- 杨公堤（虎跑路—北山街）
- 苏堤（北山街—南山路）
- 孤山路（平湖秋月—西泠桥）

#### 滨江区
- 怀德街（信诚路—立业路）
- 金河弄（咏渡巷—长河路）

#### 余杭区
- 禹航路（安乐路—城南路）
- 狮山路（余杭塘路—宝林路）

#### 钱塘区
- 学林街（文泽路—文溯路）

#### 临安区
- 苕溪北街（临水桥—临天桥）
- 临天路（吴越街口至颐康街）

#### 富阳区
- 江滨南大道（富阳大桥—富阳区水上搜救中心）

#### 桐庐县
- 迎春南路（罗家弄—320国道）

#### 淳安县
- 新安北路（妇保院—千岛湖饭店）

#### 建德市
- 江滨路人行道（罗桐大酒店—拱新路）

河道区域的具体信息见最后的图片。

这些地点都是拍摄秋冬季节杭州美景的好去处，快去家门口的街巷感受杭州的浪漫冬日吧！

#假日citywalk #笔记灵感 #周末去哪儿 #本地人去哪玩 #落叶不扫 #杭州落叶不扫 #杭州冬天 #杭州拍照 #杭州浪漫 #杭州旅游 #杭州旅行 #杭州公园 #杭州落叶 #杭州银杏 #杭州网红打卡地"
"欢迎收看我的特种兵旅游Vlog。我的旅行安全感来自新AI旅游搭子“支小宝”，随时随地遇到问题都能向它请求帮助。以后说走就走的旅行，不用再为没做攻略而头疼了。

#支小宝 #支付宝碰一下 #支小宝带你AI游杭州 #杭州 #杭州旅游 #杭州旅行 #国庆假期 #AI #旅游攻略 #杭州citywalk #支小宝帮你做杭州国庆攻略 #支付宝碰一下 #大学生特种兵的AI旅游搭子"
"杭州除了西湖，还有许多博物馆非常值得一逛，免费好玩还可以增长知识，适合孩子，轻松不累。

🎈分享我的带娃一日游行程：
地铁西湖文化广场C口➡️浙江自然博物馆➡️浙江科技馆➡️武林门码头1号线水上巴士➡️拱宸桥➡️小河直街

❣️行程说明：
①自然博物馆和科技馆是相邻的，两个一起玩很方便。
②玩好科技馆后步行约800米到武林门码头（找不到可以导航一下）坐水上巴士1号线，到拱宸桥下船，沿着拱宸桥步行到小河直街。（水上巴士路线时间表见图8）

1️⃣浙江自然博物馆
🎈推荐游玩时间：1.5-2.5小时
🚏西湖文化广场C口步行300米
⏰9：00-17：00，周一闭馆，需提前公众号预约
场馆一共四层
一楼是临时展厅
二楼有小朋友喜欢的恐龙模型，还会发出真实的声音和特效。还有人类从猿人一步步进化成人的动画。
三楼是各种动植物标本，猴子、鸟、贝壳、蛇、鲸等各种生物栩栩如生。
四楼是旷野之地，主要是北极熊、大象、河马等野生动物。

2️⃣浙江科技馆
🎈推荐游玩时间：2.5-4小时
🚏西湖文化广场C口步行300米
⏰9：00-17：00，周一闭馆，需提前公众号预约
科技馆一共三层，每一层都有超多互动装置和体验，小朋友超喜欢。
一楼：可以体验穿越号飞行器：飞跃地平线4分钟环游世界；海洋探查模拟装置：蛟龙号探查器体验出海域下潜；台风剧场：有真实的风和雨；模拟火箭发射。互动项目有开放时间，热门项目需要提前排队。
